Date,SP500,DJIA,NASDAQ,NIKKEI,HSI,SH,TWII,yield_spread
2017-03-03,2383.12,21005.71,5870.75,19469.17,23552.720703125,3218.31201171875,9648.2099609375,1.1700000000000002
2017-03-06,2375.31,20954.34,5849.17,19379.14,23596.279296875,3233.865966796875,9682.6298828125,1.1800000000000002
2017-03-07,2368.39,20924.76,5833.93,19344.15,23681.0703125,3242.406005859375,9738.0703125,1.2
2017-03-08,2362.98,20855.73,5837.55,19254.03,23782.26953125,3240.6650390625,9753.4501953125,1.2099999999999997
2017-03-09,2364.87,20858.19,5838.81,19318.58,23501.560546875,3216.74609375,9658.6103515625,1.23
2017-03-10,2372.6,20902.98,5861.73,19604.61,23568.669921875,3212.760009765625,9627.8896484375,1.22
2017-03-13,2373.47,20881.48,5875.78,19633.75,23829.669921875,3237.02392578125,9697.33984375,1.2200000000000002
2017-03-14,2365.45,20837.37,5856.82,19609.5,23827.94921875,3239.327880859375,9744.2099609375,1.2000000000000002
2017-03-15,2385.26,20950.1,5900.05,19577.38,23792.849609375,3241.760009765625,9740.3095703125,1.1799999999999997
2017-03-16,2381.38,20934.55,5900.76,19590.14,24288.279296875,3268.93505859375,9837.830078125,1.1799999999999997
2017-03-17,2378.25,20914.62,5901.0,19521.59,24309.9296875,3237.447021484375,9908.6904296875,1.17
2017-03-20,2373.47,20905.86,5901.53,,24501.990234375,3250.80810546875,9912.9697265625,1.1700000000000002
2017-03-21,2344.02,20668.01,5793.83,19455.88,24593.119140625,3261.611083984375,9972.490234375,1.1600000000000001
2017-03-22,2348.45,20661.3,5821.64,19041.38,24320.41015625,3245.219970703125,9922.66015625,1.13
2017-03-23,2345.96,20656.58,5817.69,19085.31,24327.69921875,3248.550048828125,9930.740234375,1.1500000000000001
2017-03-24,2343.98,20596.72,5828.74,19262.53,24358.26953125,3269.445068359375,9902.98046875,1.14
2017-03-27,2341.59,20550.98,5840.37,18985.59,24193.69921875,3266.955078125,9876.76953125,1.1099999999999999
2017-03-28,2358.57,20701.5,5875.14,19202.87,24345.869140625,3252.947998046875,9876.4501953125,1.1199999999999999
2017-03-29,2361.13,20659.32,5897.55,19217.48,24392.05078125,3241.31396484375,9856.25,1.1300000000000001
2017-03-30,2368.06,20728.49,5914.34,19063.22,24301.08984375,3210.237060546875,9848.150390625,1.14
2017-03-31,2362.72,20663.22,5911.74,18909.26,24111.58984375,3222.513916015625,9811.51953125,1.13
2017-04-03,2358.84,20650.21,5894.68,18983.23,24261.48046875,,,1.11
2017-04-04,2360.16,20689.24,5898.61,18810.25,,,,1.1099999999999999
2017-04-05,2352.95,20648.15,5864.48,18861.27,24400.80078125,3270.304931640625,9949.48046875,1.0999999999999999
2017-04-06,2357.49,20662.95,5878.95,18597.06,24273.720703125,3281.0048828125,9897.7998046875,1.0999999999999999
2017-04-07,2355.54,20656.1,5877.81,18664.63,24267.30078125,3286.615966796875,9873.3701171875,1.0899999999999999
2017-04-10,2357.16,20658.02,5880.93,18797.88,24262.1796875,3269.39306640625,9882.5400390625,1.08
2017-04-11,2353.78,20651.3,5866.77,18747.87,24088.4609375,3288.966064453125,9832.419921875,1.0799999999999998
2017-04-12,2344.93,20591.86,5836.16,18552.61,24313.5,3273.830078125,9817.6796875,1.0399999999999998
2017-04-13,2328.95,20453.25,5805.15,18426.84,24261.66015625,3275.9599609375,9836.6796875,1.0300000000000002
2017-04-14,,,,18335.63,,3244.48291015625,9732.9296875,
2017-04-17,2349.01,20636.92,5856.79,18355.26,,3222.1669921875,9716.400390625,1.0499999999999998
2017-04-18,2342.19,20523.28,5849.47,18418.59,23924.5390625,3196.712890625,9746.5595703125,1.0000000000000002
2017-04-19,2338.17,20404.49,5863.03,18432.2,23825.880859375,3170.68701171875,9639.9404296875,1.02
2017-04-20,2355.84,20578.71,5916.78,18430.49,24056.98046875,3172.10009765625,9632.6904296875,1.0300000000000002
2017-04-21,2348.69,20547.76,5910.52,18620.75,24042.01953125,3173.15087890625,9717.41015625,1.0400000000000003
2017-04-24,2374.15,20763.89,5983.82,18875.88,24139.48046875,3129.531005859375,9717.9501953125,1.0299999999999998
2017-04-25,2388.61,20996.12,6025.49,19079.33,24455.939453125,3134.56689453125,9841.7099609375,1.06
2017-04-26,2387.45,20975.09,6025.23,19289.43,24578.4296875,3140.846923828125,9856.4501953125,1.0399999999999998
2017-04-27,2388.77,20981.33,6048.94,19251.87,24698.48046875,3152.18701171875,9860.6201171875,1.0499999999999998
2017-04-28,2384.2,20940.51,6047.61,19196.74,24615.130859375,3154.657958984375,9872.0,1.01
2017-05-01,2388.33,20913.46,6091.6,19310.52,,,,1.05
2017-05-02,2391.17,20949.89,6095.37,19445.7,24696.130859375,3143.7119140625,9941.26953125,1.02
2017-05-03,2388.13,20957.9,6072.55,,,3135.345947265625,9955.330078125,1.03
2017-05-04,2389.52,20951.47,6075.34,,24683.880859375,3127.368896484375,9967.6396484375,1.0399999999999998
2017-05-05,2399.29,21006.94,6100.76,,24476.349609375,3103.0380859375,9899.9404296875,1.0399999999999998
2017-05-08,2399.38,21012.28,6102.66,19895.7,24577.91015625,3078.613037109375,9937.25,1.06
2017-05-09,2396.92,20975.78,6120.59,19843.0,24889.029296875,3080.527099609375,9915.48046875,1.0499999999999998
2017-05-10,2399.63,20943.11,6129.14,19900.09,25015.419921875,3052.784912109375,9968.3203125,1.06
2017-05-11,2394.44,20919.42,6115.96,19961.55,25125.55078125,3061.5,10001.48046875,1.04
2017-05-12,2390.9,20896.61,6121.23,19883.9,25156.33984375,3083.512939453125,9986.8203125,1.04
2017-05-15,2402.32,20981.94,6149.67,19869.85,25371.58984375,3090.22900390625,10036.8203125,1.0299999999999998
2017-05-16,2400.67,20979.75,6169.87,19919.82,25335.939453125,3112.964111328125,10031.490234375,1.04
2017-05-17,2357.03,20606.93,6011.24,19814.88,25293.630859375,3104.44189453125,10013.669921875,0.9600000000000002
2017-05-18,2365.72,20663.02,6055.13,19553.86,25136.51953125,3090.138916015625,9969.4501953125,0.96
2017-05-19,2381.73,20804.84,6083.7,19590.76,25174.869140625,3090.631103515625,9947.6201171875,0.95
2017-05-22,2394.02,20894.83,6133.62,19678.28,25391.33984375,3075.676025390625,9997.259765625,0.96
2017-05-23,2398.42,20937.91,6138.71,19613.28,25403.150390625,3061.947021484375,10007.83984375,0.98
2017-05-24,2404.39,21012.42,6163.02,19742.98,25428.5,3064.075927734375,10044.419921875,0.9699999999999998
2017-05-25,2415.07,21082.95,6205.26,19813.13,25630.779296875,3107.8310546875,10108.490234375,0.95
2017-05-26,2415.82,21080.28,6210.19,19686.84,25639.26953125,3110.05908203125,10101.9501953125,0.95
2017-05-29,,,,19682.57,25701.630859375,,,
2017-05-30,2412.91,21029.47,6203.19,19677.85,,,,0.9299999999999999
2017-05-31,2411.8,21008.65,6198.52,19650.57,25660.650390625,3117.177978515625,10040.7197265625,0.9299999999999999
2017-06-01,2430.06,21144.18,6246.83,19860.03,25809.220703125,3102.623046875,10087.419921875,0.9299999999999999
2017-06-02,2439.07,21206.29,6305.8,20177.28,25924.05078125,3105.5400390625,10152.5302734375,0.8699999999999999
2017-06-05,2436.1,21184.04,6295.68,20170.82,25862.990234375,3091.656005859375,10226.83984375,0.8600000000000001
2017-06-06,2429.33,21136.23,6275.06,19979.9,25997.140625,3102.1259765625,10206.1796875,0.8400000000000001
2017-06-07,2433.14,21173.69,6297.38,19984.62,25974.16015625,3140.324951171875,10209.990234375,0.8600000000000001
2017-06-08,2433.79,21182.53,6321.76,19909.26,26063.060546875,3150.333984375,10225.7802734375,0.8599999999999999
2017-06-09,2431.77,21271.97,6207.92,20013.26,26030.2890625,3158.39990234375,10199.650390625,0.8599999999999999
2017-06-12,2429.39,21235.67,6175.46,19908.58,25708.0390625,3139.876953125,10109.9599609375,0.8599999999999999
2017-06-13,2440.35,21328.47,6220.37,19898.75,25852.099609375,3153.742919921875,10128.150390625,0.8300000000000001
2017-06-14,2437.92,21374.56,6194.89,19883.52,25875.900390625,3130.674072265625,10072.4599609375,0.7999999999999998
2017-06-15,2432.46,21359.9,6165.5,19831.82,25565.33984375,3132.486083984375,10088.349609375,0.81
2017-06-16,2433.15,21384.28,6151.76,19943.26,25626.490234375,3123.166015625,10156.73046875,0.8400000000000001
2017-06-19,2453.46,21528.99,6239.01,20067.75,25924.55078125,3144.3740234375,10250.599609375,0.8299999999999998
2017-06-20,2437.03,21467.14,6188.03,20230.41,25843.0390625,3140.013916015625,10324.4599609375,0.8
2017-06-21,2435.61,21410.03,6233.95,20138.79,25694.580078125,3156.2119140625,10349.7197265625,0.8
2017-06-22,2434.5,21397.29,6236.69,20110.51,25674.529296875,3147.452880859375,10399.0595703125,0.8099999999999998
2017-06-23,2438.3,21394.76,6265.25,20132.67,25670.05078125,3157.873046875,10377.7001953125,0.8099999999999998
2017-06-26,2439.07,21409.55,6247.15,20153.35,25871.890625,3185.444091796875,10513.9599609375,0.78
2017-06-27,2419.38,21310.66,6146.62,20225.09,25839.990234375,3191.197021484375,10512.0595703125,0.8300000000000001
2017-06-28,2440.69,21454.61,6234.41,20130.41,25683.5,3173.200927734375,10390.5498046875,0.8800000000000001
2017-06-29,2419.7,21287.03,6144.35,20220.3,25965.419921875,3188.06298828125,10421.650390625,0.8900000000000001
2017-06-30,2423.41,21349.63,6140.42,20033.43,25764.580078125,3192.427001953125,10395.0703125,0.9300000000000002
2017-07-03,2429.01,21479.27,6110.06,20055.8,25784.169921875,3195.912109375,10412.7900390625,0.9400000000000002
2017-07-04,,,,20032.35,25389.009765625,3182.803955078125,10347.7802734375,
2017-07-05,2432.54,21478.17,6150.86,20081.63,25521.970703125,3207.134033203125,10404.7900390625,0.9200000000000002
2017-07-06,2409.75,21320.04,6089.46,19994.06,25465.220703125,3212.444091796875,10368.2001953125,0.9700000000000002
2017-07-07,2425.18,21414.34,6153.08,19929.09,25340.849609375,3217.95703125,10297.25,0.9900000000000002
2017-07-10,2427.43,21408.52,6176.39,20080.98,25500.060546875,3212.632080078125,10289.91015625,0.98
2017-07-11,2425.53,21409.07,6193.3,20195.48,25877.640625,3203.0380859375,10415.5703125,1.0
2017-07-12,2443.25,21532.14,6261.17,20098.38,26043.640625,3197.5439453125,10420.6796875,0.98
2017-07-13,2447.83,21553.09,6274.44,20099.81,26346.169921875,3218.1630859375,10460.150390625,0.98
2017-07-14,2459.27,21637.74,6312.47,20118.86,26389.23046875,3222.4169921875,10443.91015625,0.98
2017-07-17,2459.14,21629.72,6314.43,,26470.580078125,3176.465087890625,10457.5400390625,0.95
2017-07-18,2460.61,21574.73,6344.31,19999.91,26524.939453125,3187.56689453125,10481.259765625,0.9099999999999999
2017-07-19,2473.83,21640.75,6385.04,20020.86,26672.16015625,3230.97607421875,10506.099609375,0.8999999999999999
2017-07-20,2473.45,21611.78,6390.0,20144.59,26740.2109375,3244.864990234375,10499.3603515625,0.8999999999999999
2017-07-21,2472.54,21580.07,6387.75,20099.75,26706.08984375,3237.98193359375,10436.7001953125,0.8800000000000001
2017-07-24,2469.91,21513.17,6410.81,19975.67,26846.830078125,3250.59912109375,10461.2802734375,0.8899999999999997
2017-07-25,2477.13,21613.43,6412.17,19955.2,26852.05078125,3243.68896484375,10463.150390625,0.9300000000000002
2017-07-26,2477.83,21711.01,6422.75,20050.16,26941.01953125,3247.675048828125,10419.1103515625,0.9299999999999999
2017-07-27,2475.42,21796.55,6382.19,20079.64,27131.169921875,3249.781005859375,10508.3701171875,0.9599999999999997
2017-07-28,2472.1,21830.31,6374.68,19959.84,26979.390625,3253.239990234375,10423.0498046875,0.9599999999999997
2017-07-31,2470.3,21891.12,6348.12,19925.18,27323.990234375,3273.028076171875,10427.330078125,0.9599999999999997
2017-08-01,2476.35,21963.92,6362.94,19985.79,27540.23046875,3292.637939453125,10437.2900390625,0.9199999999999997
2017-08-02,2477.57,22016.24,6362.65,20080.04,27607.380859375,3285.056884765625,10519.26953125,0.9099999999999999
2017-08-03,2472.16,22026.1,6340.34,20029.26,27531.009765625,3272.928955078125,10469.8798828125,0.9000000000000001
2017-08-04,2476.83,22092.81,6351.56,19952.33,27562.6796875,3262.0810546875,10506.5595703125,0.9099999999999999
2017-08-07,2480.91,22118.42,6383.77,20055.89,27690.359375,3279.45703125,10579.3798828125,0.8999999999999997
2017-08-08,2474.92,22085.34,6370.46,19996.01,27854.91015625,3281.873046875,10568.9697265625,0.9299999999999999
2017-08-09,2474.02,22048.7,6352.33,19738.71,27757.08984375,3275.572998046875,10470.3798828125,0.9100000000000001
2017-08-10,2438.21,21844.01,6216.87,19729.74,27444.0,3261.7490234375,10329.740234375,0.8700000000000001
2017-08-11,2441.32,21858.32,6256.56,,26883.509765625,3208.541015625,10329.5703125,0.8899999999999999
2017-08-14,2465.84,21993.71,6340.23,19537.1,27250.23046875,3237.360107421875,10225.2802734375,0.8900000000000001
2017-08-15,2464.61,21998.99,6333.01,19753.31,27174.9609375,3251.261962890625,10311.16015625,0.9199999999999999
2017-08-16,2468.11,22024.87,6345.11,19729.28,27409.0703125,3246.450927734375,10290.3896484375,0.8999999999999999
2017-08-17,2430.01,21750.73,6221.91,19702.63,27344.220703125,3268.429931640625,10369.3701171875,0.8699999999999999
2017-08-18,2425.55,21674.51,6216.53,19470.41,27047.5703125,3268.72412109375,10321.330078125,0.8599999999999999
2017-08-21,2428.37,21703.75,6213.13,19393.13,27154.6796875,3286.906005859375,10326.3896484375,0.8600000000000001
2017-08-22,2452.51,21899.89,6297.48,19383.84,27401.669921875,3290.22607421875,10392.0703125,0.8900000000000001
2017-08-23,2444.04,21812.09,6278.41,19434.64,,3287.705078125,10406.8095703125,0.8499999999999999
2017-08-24,2438.97,21783.4,6271.33,19353.77,27518.599609375,3271.511962890625,10488.9599609375,0.8599999999999999
2017-08-25,2443.05,21813.67,6265.64,19452.61,27848.16015625,3331.52197265625,10515.509765625,0.8199999999999998
2017-08-28,2444.24,21808.4,6283.02,19449.9,27863.2890625,3362.65087890625,10525.98046875,0.8300000000000001
2017-08-29,2446.3,21865.37,6301.89,19362.55,27765.009765625,3365.22607421875,10496.5703125,0.7999999999999998
2017-08-30,2457.59,21892.43,6368.31,19506.54,28094.609375,3363.626953125,10569.400390625,0.8199999999999998
2017-08-31,2471.65,21948.1,6428.66,19646.24,27970.30078125,3360.81005859375,10585.7802734375,0.79
2017-09-01,2476.55,21987.56,6435.33,19691.47,27953.16015625,3367.118896484375,10594.8203125,0.81
2017-09-04,,,,19508.25,27740.259765625,3379.8359375,10569.8701171875,
2017-09-05,2457.85,21753.31,6375.57,19385.81,27741.349609375,3384.31689453125,10617.83984375,0.7699999999999998
2017-09-06,2465.54,21807.64,6393.31,19357.97,27613.759765625,3385.388916015625,10547.8603515625,0.8
2017-09-07,2465.1,21784.78,6397.87,19396.52,27522.919921875,3365.4970703125,10538.509765625,0.7799999999999998
2017-09-08,2461.43,21797.79,6360.19,19274.82,27668.470703125,3365.242919921875,10609.9501953125,0.79
2017-09-11,2488.11,22057.37,6432.26,19545.77,27955.130859375,3376.4189453125,10572.16015625,0.8200000000000001
2017-09-12,2496.48,22118.86,6454.28,19776.62,27972.240234375,3379.488037109375,10610.349609375,0.8399999999999999
2017-09-13,2498.37,22158.18,6460.19,19865.82,27894.080078125,3384.14697265625,10532.8798828125,0.8500000000000001
2017-09-14,2495.62,22203.48,6429.08,19807.44,27777.19921875,3371.426025390625,10553.5703125,0.8300000000000001
2017-09-15,2500.23,22268.34,6448.47,19909.5,27807.58984375,3353.618896484375,10580.41015625,0.8100000000000003
2017-09-18,2503.87,22331.35,6454.64,,28159.76953125,3362.85888671875,10631.5703125,0.8300000000000001
2017-09-19,2506.65,22370.8,6461.32,20299.38,28051.41015625,3356.844970703125,10576.1396484375,0.8400000000000003
2017-09-20,2508.24,22412.59,6456.04,20310.46,28127.80078125,3365.99609375,10519.169921875,0.8299999999999998
2017-09-21,2500.6,22359.23,6422.69,20347.48,28110.330078125,3357.81201171875,10578.4404296875,0.8200000000000001
2017-09-22,2502.22,22349.59,6426.92,20296.45,27880.529296875,3352.529052734375,10449.6796875,0.7999999999999998
2017-09-25,2496.66,22296.09,6370.59,20397.58,27500.33984375,3341.549072265625,10335.8896484375,0.7800000000000002
2017-09-26,2496.84,22284.32,6380.16,20330.19,27513.009765625,3343.5830078125,10257.01953125,0.7900000000000003
2017-09-27,2507.04,22340.71,6453.26,20267.05,27642.4296875,3345.27197265625,10326.6796875,0.8400000000000001
2017-09-28,2510.06,22381.2,6453.45,20363.11,27421.599609375,3339.64208984375,10296.4501953125,0.8600000000000001
2017-09-29,2519.36,22405.09,6495.96,20356.28,27554.30078125,3348.943115234375,10329.9404296875,0.8600000000000001
2017-10-02,2529.12,22557.6,6516.72,20400.78,,,10465.16015625,0.8499999999999999
2017-10-03,2534.58,22641.67,6531.71,20614.07,28173.2109375,,10469.349609375,0.8600000000000001
2017-10-04,2537.74,22661.64,6534.63,20626.66,28379.1796875,,,0.8600000000000001
2017-10-05,2552.07,22775.39,6585.36,20628.56,,,10518.26953125,0.8600000000000001
2017-10-06,2549.33,22773.67,6590.18,20690.71,28458.0390625,,10532.8095703125,0.8300000000000001
2017-10-09,2544.73,22761.07,6579.73,,28326.58984375,3374.3779296875,,
2017-10-10,2550.64,22830.68,6587.25,20823.51,28490.830078125,3382.988037109375,,0.8400000000000001
2017-10-11,2555.24,22872.89,6603.55,20881.27,28389.5703125,3388.283935546875,10641.1904296875,0.8400000000000001
2017-10-12,2550.93,22841.01,6591.51,20954.72,28459.029296875,3386.10009765625,10711.4404296875,0.8200000000000001
2017-10-13,2553.17,22871.72,6605.8,21155.18,28476.4296875,3390.52294921875,10724.08984375,0.7699999999999998
2017-10-16,2557.64,22956.96,6624.0,21255.56,28692.80078125,3378.469970703125,10774.2099609375,0.7599999999999998
2017-10-17,2559.36,22997.44,6623.66,21336.12,28697.490234375,3372.041015625,10723.150390625,0.7599999999999998
2017-10-18,2561.26,23157.6,6624.22,21363.05,28711.759765625,3381.7939453125,10720.2802734375,0.7499999999999998
2017-10-19,2562.1,23163.04,6605.07,21448.52,28159.08984375,3370.172119140625,10760.2900390625,0.75
2017-10-20,2575.21,23328.63,6629.05,21457.64,28487.240234375,3378.64794921875,10728.8798828125,0.79
2017-10-23,2564.98,23273.96,6586.83,21696.65,28305.880859375,3380.698974609375,10735.2099609375,0.7999999999999998
2017-10-24,2569.13,23441.76,6598.43,21805.17,28154.970703125,3388.248046875,10743.7802734375,0.8199999999999998
2017-10-25,2557.15,23329.46,6563.89,21707.62,28302.890625,3396.89794921875,10750.5703125,0.8299999999999998
2017-10-26,2560.4,23400.86,6556.77,21739.78,28202.380859375,3407.56689453125,10734.759765625,0.8300000000000001
2017-10-27,2581.07,23434.19,6701.26,22008.45,28438.849609375,3416.81201171875,10709.1103515625,0.8299999999999998
2017-10-30,2572.83,23348.74,6698.96,22011.67,28336.189453125,3390.3369140625,10756.8701171875,0.79
2017-10-31,2575.26,23377.24,6727.67,22011.61,28245.5390625,3393.342041015625,10793.7998046875,0.7799999999999998
2017-11-01,2579.36,23435.01,6716.53,22420.08,28594.060546875,3395.9130859375,10806.3603515625,0.76
2017-11-02,2579.85,23516.26,6714.94,22539.12,28518.640625,3383.31005859375,10788.509765625,0.74
2017-11-03,2587.84,23539.19,6764.44,,28603.609375,3371.743896484375,10800.76953125,0.71
2017-11-06,2591.13,23548.42,6786.44,22548.35,28596.80078125,3388.174072265625,10786.1904296875,0.7099999999999997
2017-11-07,2590.64,23557.23,6767.78,22937.6,28994.33984375,3413.574951171875,10840.33984375,0.69
2017-11-08,2594.38,23563.36,6789.12,22913.82,28907.599609375,3415.4599609375,10818.990234375,0.6699999999999999
2017-11-09,2584.62,23461.94,6750.05,22868.71,29136.5703125,3427.794921875,10743.26953125,0.7000000000000002
2017-11-10,2582.3,23422.21,6750.94,22681.42,29120.919921875,3432.673095703125,10732.669921875,0.73
2017-11-13,2584.84,23439.7,6757.6,22380.99,29182.1796875,3447.8359375,10683.919921875,0.7
2017-11-14,2578.87,23409.47,6737.87,22380.01,29152.119140625,3429.548095703125,10687.1796875,0.7
2017-11-15,2564.62,23271.28,6706.21,22028.32,28851.689453125,3402.52490234375,10630.650390625,0.6500000000000001
2017-11-16,2585.64,23458.36,6793.29,22351.12,29018.759765625,3399.25,10625.0400390625,0.6500000000000001
2017-11-17,2578.85,23358.24,6782.79,22396.8,29199.0390625,3382.907958984375,10701.6396484375,0.6200000000000001
2017-11-20,2582.14,23430.33,6790.71,22261.76,29260.310546875,3392.39892578125,10664.5498046875,0.6000000000000001
2017-11-21,2599.03,23590.83,6862.48,22416.48,29818.0703125,3410.498046875,10779.240234375,0.5899999999999999
2017-11-22,2597.08,23526.18,6867.36,22523.15,30003.490234375,3430.464111328125,10822.58984375,0.5799999999999998
2017-11-23,,,,,29707.939453125,3352.989013671875,10854.5703125,
2017-11-24,2602.42,23557.99,6889.16,22550.85,29866.3203125,3353.821044921875,10854.08984375,0.5899999999999999
2017-11-27,2601.42,23580.78,6878.52,22495.99,29686.189453125,3322.22998046875,10750.9296875,0.5799999999999998
2017-11-28,2627.04,23836.71,6912.36,22486.24,29680.849609375,3333.656982421875,10707.0703125,0.5899999999999999
2017-11-29,2626.07,23940.68,6824.39,22597.2,29623.830078125,3337.862060546875,10713.5498046875,0.5900000000000001
2017-11-30,2647.58,24272.35,6873.97,22724.96,29177.349609375,3317.18798828125,10560.4404296875,0.6399999999999999
2017-12-01,2642.22,24231.59,6847.59,22819.03,29074.240234375,3317.616943359375,10600.3701171875,0.5900000000000001
2017-12-04,2639.44,24290.05,6775.37,22707.16,29138.279296875,3309.617919921875,10651.1103515625,0.5700000000000001
2017-12-05,2629.57,24180.64,6762.21,22622.38,28842.80078125,3303.675048828125,10566.849609375,0.5299999999999998
2017-12-06,2629.27,24140.91,6776.38,22177.04,28224.80078125,3293.965087890625,10393.919921875,0.55
2017-12-07,2636.98,24211.48,6812.84,22498.03,28303.189453125,3272.053955078125,10355.759765625,0.5700000000000001
2017-12-08,2651.5,24329.16,6840.08,22811.08,28639.849609375,3289.991943359375,10398.6201171875,0.5799999999999998
2017-12-11,2659.99,24386.03,6875.08,22938.73,28965.2890625,3322.196044921875,10473.08984375,0.5700000000000001
2017-12-12,2664.11,24504.8,6862.32,22866.17,28793.880859375,3280.81396484375,10443.2802734375,0.5699999999999998
2017-12-13,2662.85,24585.43,6875.8,22758.07,29222.099609375,3303.037109375,10470.7001953125,0.5699999999999998
2017-12-14,2652.01,24508.66,6856.53,22694.45,29166.380859375,3292.43896484375,10538.009765625,0.53
2017-12-15,2675.81,24651.74,6936.58,22553.22,28848.109375,3266.136962890625,10491.4404296875,0.51
2017-12-18,2690.16,24792.2,6994.76,22901.77,29050.41015625,3267.922119140625,10506.51953125,0.55
2017-12-19,2681.47,24754.75,6963.85,22868.0,29253.66015625,3296.5380859375,10467.33984375,0.5899999999999999
2017-12-20,2679.25,24726.65,6960.96,22891.72,29234.08984375,3287.60595703125,10504.51953125,0.6200000000000001
2017-12-21,2684.57,24782.29,6965.36,22866.1,29367.060546875,3300.05908203125,10488.9697265625,0.5900000000000001
2017-12-22,2683.34,24754.06,6959.96,22902.76,29578.009765625,3297.06298828125,10537.26953125,0.5700000000000001
2017-12-25,,,,22939.18,,3280.839111328125,10522.490234375,
2017-12-26,2680.5,24746.21,6936.25,22892.69,,3306.125,10421.91015625,0.5500000000000003
2017-12-27,2682.62,24774.3,6939.34,22911.21,29597.66015625,3275.782958984375,10486.669921875,0.53
2017-12-28,2687.54,24837.51,6950.16,22783.98,29863.7109375,3296.385009765625,10567.6396484375,0.5200000000000002
2017-12-29,2673.61,24719.22,6903.39,22764.94,29919.150390625,3307.172119140625,10642.8603515625,0.51
2018-01-01,,,,,,,,
2018-01-02,2695.81,24824.01,7006.9,,30515.310546875,3348.325927734375,10710.73046875,0.54
2018-01-03,2713.06,24922.68,7065.53,,30560.94921875,3369.10791015625,10801.5703125,0.5
2018-01-04,2723.99,25075.13,7077.91,23506.33,30736.48046875,3385.7099609375,10848.6298828125,0.5
2018-01-05,2743.15,25295.87,7136.56,23714.53,30814.640625,3391.75,10879.7998046875,0.5100000000000002
2018-01-08,2747.71,25283.0,7157.39,,30899.529296875,3409.47998046875,10915.75,0.5300000000000002
2018-01-09,2751.29,25385.8,7163.58,23849.99,31011.41015625,3413.89990234375,10914.8896484375,0.5699999999999998
2018-01-10,2748.23,25369.13,7153.57,23788.2,31073.720703125,3421.833984375,10831.08984375,0.5699999999999998
2018-01-11,2767.56,25574.73,7211.78,23710.43,31120.390625,3425.344970703125,10810.0595703125,0.56
2018-01-12,2786.24,25803.19,7261.06,23653.82,31412.5390625,3428.94091796875,10883.9599609375,0.5599999999999998
2018-01-15,,,,23714.88,31338.869140625,3410.488037109375,10956.3095703125,
2018-01-16,2776.42,25792.86,7223.69,23951.81,31904.75,3436.593994140625,10986.1103515625,0.5100000000000002
2018-01-17,2802.56,26115.65,7298.28,23868.34,31983.41015625,3444.6708984375,11004.7998046875,0.52
2018-01-18,2798.03,26017.81,7296.05,23763.37,32121.939453125,3474.75390625,11071.5703125,0.5700000000000003
2018-01-19,2810.3,26071.72,7336.38,23808.06,32254.890625,3487.864013671875,11150.849609375,0.5800000000000001
2018-01-22,2832.97,26214.6,7408.03,23816.33,32393.41015625,3501.362060546875,11231.4599609375,0.5800000000000001
2018-01-23,2839.13,26210.81,7460.29,24124.15,32930.69921875,3546.5048828125,11253.1103515625,0.5699999999999998
2018-01-24,2837.54,26252.12,7415.06,23940.78,32958.69140625,3559.465087890625,11152.16015625,0.5699999999999998
2018-01-25,2839.25,26392.79,7411.16,23669.49,32654.44921875,3548.306884765625,11165.9501953125,0.5499999999999998
2018-01-26,2872.87,26616.71,7505.77,23631.88,33154.12109375,3558.12890625,11147.099609375,0.5300000000000002
2018-01-29,2853.53,26439.48,7466.51,23629.34,32966.890625,3523.0009765625,11221.8095703125,0.5900000000000003
2018-01-30,2822.43,26076.89,7402.48,23291.97,32607.2890625,3488.009033203125,11076.7802734375,0.6000000000000001
2018-01-31,2823.81,26149.39,7411.48,23098.29,32887.26953125,3480.8330078125,11103.7900390625,0.5800000000000001
2018-02-01,2821.98,26186.71,7385.86,23486.11,32642.08984375,3446.97998046875,11160.25,0.6199999999999997
2018-02-02,2762.13,25520.96,7240.95,23274.53,32601.779296875,3462.0810546875,11126.23046875,0.69
2018-02-05,2648.94,24345.75,6967.53,22682.08,32245.220703125,3487.4970703125,10946.25,0.69
2018-02-06,2695.14,24912.77,7115.88,21610.24,30595.419921875,3370.652099609375,10404.0,0.69
2018-02-07,2681.66,24893.35,7051.98,21645.37,30323.19921875,3309.260009765625,10551.5400390625,0.69
2018-02-08,2581.0,23860.46,6777.16,21890.86,30451.26953125,3262.050048828125,10528.51953125,0.7200000000000002
2018-02-09,2619.55,24190.9,6874.49,21382.62,29507.419921875,3129.85107421875,10371.75,0.7800000000000002
2018-02-12,2656.0,24601.27,6981.96,,29459.630859375,3154.125,10421.08984375,0.77
2018-02-13,2662.94,24640.45,7013.51,21244.68,29839.529296875,3184.958984375,,0.73
2018-02-14,2698.63,24893.49,7143.62,21154.17,30515.599609375,3199.158935546875,,0.7400000000000002
2018-02-15,2731.2,25200.37,7256.43,21464.98,31115.4296875,,,0.71
2018-02-16,2732.22,25219.38,7239.47,21720.25,,,,0.6600000000000001
2018-02-19,,,,22149.21,,,,
2018-02-20,2716.26,24964.75,7234.31,21925.1,30873.630859375,,,0.6299999999999999
2018-02-21,2701.33,24797.78,7218.23,21970.81,31431.890625,,10714.4404296875,0.6800000000000002
2018-02-22,2703.96,24962.48,7210.09,21736.44,30965.6796875,3268.55908203125,10662.3798828125,0.6699999999999999
